Wavelength_(nm),Sum,Fe_I_(2.2e-02),Fe_II_(4.8e-01),Fe_III_(1.1e-03),W_I_(2.3e-02),W_II_(4.8e-01),W_III_(1.4e-03)
769.0,0.889,0.0,0.889,,,,
769.2,0.939,0.0,0.939,,,,
769.4,0.983,0.0,0.983,,,,
769.6,1.022,0.0,1.022,,,,
769.8,1.054,0.0,1.054,,,,
770.0,1.079,0.0,1.079,,,,
770.2,1.096,,1.096,,,,
770.5,1.106,,1.106,,,,
770.7,1.102,,1.102,,,,
770.9,1.089,,1.089,,,,
771.1,1.068,,1.068,,,,
771.3,1.039,,1.039,,,,
771.5,1.004,,1.004,,,,
771.7,0.962,,0.962,,,,
771.9,0.914,,0.914,,,,
772.1,0.863,,0.863,,,,
772.3,0.808,,0.808,0.0,,,
772.5,0.75,,0.75,0.0,,,
772.8,0.662,,0.662,0.0,,,
773.0,0.603,,0.603,0.0,,,
773.2,0.545,,0.545,0.0,,,
773.4,0.489,,0.489,0.0,,,
773.6,0.435,,0.435,0.0,,,
773.8,0.384,,0.384,0.0,,,
774.0,0.337,,0.337,0.0,,,
774.2,0.293,,0.293,0.0,,,
774.4,0.253,,0.253,0.0,,,
774.6,0.216,,0.216,0.0,,,
774.8,0.184,,0.184,0.0,,,
775.0,0.155,,0.155,0.0,,,
775.3,0.118,,0.118,0.0,,,
775.5,0.098,,0.098,0.0,,,
775.7,0.08,,0.08,0.0,,,
775.9,0.065,,0.065,0.0,,,
776.1,0.053,,0.053,0.0,,,
776.3,0.042,,0.042,0.0,,,
776.5,0.034,,0.034,0.0,,,
776.7,0.027,,0.027,0.0,,,
776.9,0.021,,0.021,0.0,,,
777.1,0.016,,0.016,0.0,,,
777.3,0.012,,0.012,0.0,,,
777.5,0.01,,0.01,0.0,,,
777.8,0.006,,0.006,0.0,,,
778.0,0.005,,0.005,0.0,,,
778.2,0.004,,0.004,0.0,,,
778.4,0.003,,0.003,0.0,,,
778.6,0.002,,0.002,0.0,,,
778.8,0.001,,0.001,0.0,,,
779.0,0.001,,0.001,0.0,,,
779.2,0.001,,0.001,0.0,,,
779.4,0.001,,0.001,0.0,,,
779.6,0.0,,0.0,0.0,,,
779.8,0.0,,0.0,0.0,,,
780.0,0.0,,0.0,0.0,,,
780.3,0.0,,0.0,0.0,,,
780.5,0.0,,0.0,0.0,,,
780.7,0.0,,0.0,0.0,,,
780.9,0.0,,0.0,0.0,,,
781.1,0.0,,0.0,0.0,,,
781.3,0.0,,0.0,0.0,,,
781.5,0.0,,0.0,0.0,,,
781.7,0.0,,0.0,0.0,,,
781.9,0.0,,0.0,0.0,,,
782.1,0.0,,0.0,0.0,,,
782.3,0.0,,0.0,0.0,,,
782.5,0.0,,0.0,0.0,,,
782.8,0.0,,0.0,0.0,,,
783.0,0.0,,0.0,0.0,,,
783.2,0.0,,0.0,0.0,,,
783.4,0.0,,0.0,0.0,,,
783.6,0.0,,0.0,0.0,,,
783.8,0.0,,0.0,0.0,,,
784.0,0.0,,0.0,0.0,,,
784.2,0.0,,0.0,0.0,,,
784.4,0.0,,0.0,0.0,,,
784.6,0.0,,0.0,0.0,,,
784.8,0.0,,0.0,0.0,,,
785.0,0.0,,0.0,0.0,,,
785.3,0.0,,0.0,0.0,,,
785.5,0.0,,0.0,0.0,,,
785.7,0.0,,0.0,0.0,,,
785.9,0.0,,0.0,0.0,,,
786.1,0.0,,0.0,0.0,,,
786.3,0.0,,0.0,0.0,,,
786.5,0.0,,0.0,0.0,,,
786.7,0.0,,0.0,0.0,,,
786.9,0.0,,0.0,0.0,,,
787.1,0.0,,0.0,0.0,,,
787.3,0.0,,0.0,0.0,,,
787.5,0.0,,0.0,0.0,,,
787.8,0.0,,0.0,0.0,,,
788.0,0.0,,0.0,0.0,,,
788.2,0.0,,0.0,0.0,,,
788.4,0.0,,0.0,0.0,,,
788.6,0.0,,0.0,0.0,,,
788.8,0.0,,0.0,0.0,,,
789.0,0.0,,0.0,0.0,,,
789.2,0.0,,0.0,0.0,,,
789.4,0.0,,0.0,0.0,,,
789.6,0.0,,0.0,0.0,,,
789.8,0.0,,0.0,0.0,,,
790.0,0.0,,,0.0,,,
790.3,0.0,,,0.0,,,
790.5,0.0,,,0.0,,,
790.7,0.0,,,0.0,,,
790.9,0.0,,,0.0,,,
791.1,0.0,,,0.0,,,
791.3,0.0,,,0.0,,,
791.5,0.0,,,0.0,,,
791.7,0.0,,,0.0,,,
791.9,0.0,,,0.0,,,
792.1,0.0,,,0.0,,,
792.3,0.0,,,0.0,,,
792.5,0.0,,,0.0,,,
792.8,0.0,,,0.0,,,
793.0,0.0,,,0.0,,,
793.2,0.0,,,0.0,,,
793.4,0.0,,,0.0,,,
793.6,0.0,,,0.0,,,
793.8,0.0,,,0.0,,,
794.0,0.0,,,0.0,,,
794.2,0.0,,,0.0,,,
794.4,0.0,,,0.0,,,
794.6,0.0,,,0.0,,,
794.8,0.0,,,0.0,,,
795.0,0.0,,,0.0,,,
795.3,0.0,,,0.0,,,
795.5,0.0,,,0.0,,,
795.7,0.0,,,0.0,,,
795.9,0.0,,,0.0,,,
796.1,0.0,,,0.0,,,
796.3,0.0,,,0.0,,,
796.5,0.0,,,0.0,,,
796.7,0.0,,,0.0,,,
796.9,0.0,,,0.0,,,
797.1,0.0,,,0.0,,,
797.3,0.0,,,0.0,,,
797.5,0.0,,,0.0,,,
797.8,0.0,,,0.0,,,
798.0,0.0,,,0.0,,,
798.2,0.0,,,0.0,,,
798.4,0.0,,,0.0,,,
798.6,0.0,,,0.0,,,
798.8,0.0,,,0.0,,,
799.0,0.0,,,0.0,,,
799.2,0.0,,,0.0,,,
799.4,0.0,,,0.0,,,
799.6,0.0,,,0.0,,,
799.8,0.0,,,0.0,,,
800.1,0.0,,,0.0,,,
800.3,0.0,,,0.0,,,
800.5,0.0,,,0.0,,,
800.7,0.0,,,0.0,,,
800.9,0.0,,,0.0,,,
801.1,0.0,,,0.0,,,
801.3,0.0,,,0.0,,,
801.5,0.0,0.0,,0.0,,,
801.7,0.0,0.0,,0.0,,,
801.9,0.0,0.0,,0.0,,,
802.1,0.0,0.0,,0.0,,,
802.3,0.0,0.0,0.0,0.0,,,
802.6,0.0,0.0,0.0,0.0,,,
802.8,0.0,0.0,0.0,0.0,,,
803.0,0.0,0.0,0.0,0.0,,,
803.2,0.0,0.0,0.0,0.0,,,
803.4,0.0,0.0,0.0,0.0,,,
803.6,0.0,0.0,0.0,0.0,,,
803.8,0.0,0.0,0.0,0.0,,,
804.0,0.0,0.0,0.0,0.0,,,
804.2,0.0,0.0,0.0,0.0,,,
804.4,0.0,0.0,0.0,0.0,,,
804.6,0.0,0.0,0.0,0.0,,,
804.8,0.0,0.0,0.0,0.0,,,
805.1,0.0,0.0,0.0,0.0,,,
805.3,0.0,0.0,0.0,0.0,,,
805.5,0.0,0.0,0.0,0.0,,,
805.7,0.0,0.0,0.0,0.0,,,
805.9,0.0,0.0,0.0,0.0,,,
806.1,0.0,0.0,0.0,0.0,,,
806.3,0.0,0.0,0.0,0.0,,,
806.5,0.0,0.0,0.0,0.0,,,
806.7,0.0,0.0,0.0,0.0,,,
806.9,0.0,0.0,0.0,0.0,,,
807.1,0.0,0.0,0.0,0.0,,,
807.3,0.0,0.0,0.0,0.0,,,
807.6,0.0,0.0,0.0,0.0,,,
807.8,0.0,0.0,0.0,0.0,,,
808.0,0.0,0.0,0.0,0.0,,,
808.2,0.0,0.0,0.0,0.0,,,
808.4,0.0,0.0,0.0,0.0,,,
808.6,0.0,0.0,0.0,0.0,,,
808.8,0.0,0.0,0.0,0.0,,,
809.0,0.0,0.0,0.0,0.0,,,
809.2,0.0,0.0,0.0,0.0,,,
809.4,0.0,0.0,0.0,0.0,,,
809.6,0.0,0.0,0.0,0.0,,,
809.8,0.0,0.0,0.0,0.0,,,
810.1,0.0,0.0,0.0,0.0,,,
810.3,0.0,0.0,0.0,0.0,,,
810.5,0.0,0.0,0.0,0.0,,,
810.7,0.0,0.0,0.0,0.0,,,
810.9,0.001,0.001,0.0,0.0,,,
811.1,0.001,0.001,0.0,0.0,,,
811.3,0.001,0.001,0.0,0.0,,,
811.5,0.002,0.002,0.0,0.0,,,
811.7,0.003,0.003,0.0,0.0,,,
811.9,0.004,0.004,0.0,0.0,,,
812.1,0.006,0.006,0.0,0.0,,,
812.3,0.008,0.008,0.0,0.0,,,
812.6,0.014,0.013,0.0,0.0,,,
812.8,0.019,0.019,0.0,0.0,,,
813.0,0.026,0.025,0.001,0.0,,,
813.2,0.035,0.034,0.001,0.0,,,
813.4,0.047,0.046,0.001,0.0,,,
813.6,0.063,0.061,0.001,0.0,,,
813.8,0.084,0.082,0.002,0.0,,,
814.0,0.11,0.108,0.003,0.0,,,
814.2,0.144,0.141,0.004,0.0,,,
814.4,0.188,0.183,0.005,0.0,,,
814.6,0.243,0.236,0.006,0.0,,,
814.8,0.312,0.303,0.008,0.0,,,
815.1,0.447,0.435,0.013,0.0,,,
815.3,0.565,0.548,0.016,0.0,,,
815.5,0.708,0.686,0.021,0.0,,,
815.7,0.881,0.854,0.027,0.0,,,
815.9,1.089,1.055,0.035,0.0,,,
816.1,1.338,1.294,0.044,0.0,,,
816.3,1.632,1.577,0.055,0.0,,,
816.5,1.978,1.909,0.069,0.0,,,
816.7,2.38,2.295,0.085,0.0,,,
816.9,2.845,2.74,0.105,0.0,,,
817.1,3.377,3.249,0.128,0.0,,,
817.3,3.982,3.827,0.156,0.0,,,
817.6,5.035,4.829,0.206,0.0,,,
817.8,5.838,5.592,0.246,0.0,,,
818.0,6.722,6.431,0.292,0.0,,,
818.2,7.689,7.345,0.343,0.0,,,
818.4,8.735,8.333,0.402,0.0,,,
818.6,9.856,9.389,0.467,0.0,,,
818.8,11.05,10.51,0.539,0.0,,,
819.0,12.3,11.68,0.618,0.0,,,
819.2,13.6,12.89,0.704,0.0,,,
819.4,14.93,14.14,0.796,0.0,,,
819.6,16.29,15.39,0.895,0.0,,,
819.8,17.65,16.65,1.0,0.0,,,
820.1,19.66,18.49,1.166,0.0,,,
820.3,20.94,19.66,1.281,0.0,,,
820.5,22.16,20.76,1.399,0.0,,,
820.7,23.3,21.78,1.519,0.0,,,
820.9,24.33,22.69,1.639,0.0,,,
821.1,25.23,23.47,1.758,0.0,,,
821.3,26.0,24.12,1.876,0.0,,,
821.5,26.61,24.62,1.99,0.0,,,
821.7,27.06,24.96,2.101,0.0,,,
821.9,27.34,25.13,2.207,0.0,,,
822.1,27.44,25.13,2.309,0.0,,,
822.3,27.36,24.96,2.406,0.0,,,
822.6,26.93,24.39,2.543,0.0,,,
822.8,26.45,23.82,2.63,0.0,,,
823.0,25.81,23.1,2.715,0.0,,,
823.2,25.05,22.25,2.8,0.0,,,
823.4,24.17,21.28,2.886,0.0,,,
823.6,23.2,20.22,2.976,0.0,,,
823.8,22.15,19.08,3.072,0.0,,,
824.0,21.06,17.88,3.177,0.0,,,
824.2,19.94,16.65,3.294,0.0,,,
824.4,18.82,15.39,3.424,0.0,,,
824.6,17.71,14.14,3.571,0.0,,,
824.9,16.11,12.28,3.827,0.0,,,
825.1,15.11,11.09,4.022,0.0,,,
825.3,14.18,9.941,4.239,0.0,,,
825.5,13.33,8.853,4.477,0.0,,,
825.7,12.56,7.83,4.735,0.0,,,
825.9,11.89,6.879,5.012,0.0,,,
826.1,11.31,6.002,5.306,0.0,,,
826.3,10.81,5.201,5.613,0.0,,,
826.5,10.41,4.476,5.93,0.0,,,
826.7,10.08,3.827,6.252,0.0,,,
826.9,9.824,3.249,6.575,0.0,,,
827.1,9.632,2.74,6.893,0.0,,,
827.4,9.442,2.095,7.348,0.0,,,
827.6,9.365,1.736,7.629,0.0,,,
827.8,9.315,1.43,7.885,0.0,,,
828.0,9.281,1.169,8.112,0.0,,,
828.2,9.255,0.95,8.305,0.0,,,
828.4,9.226,0.766,8.46,0.0,,,
828.6,9.188,0.614,8.575,0.0,,,
828.8,9.134,0.488,8.646,0.0,,,
829.0,9.059,0.386,8.673,0.0,,,
829.2,8.959,0.303,8.656,0.0,,,
829.4,8.831,0.236,8.595,0.0,,,
829.6,8.674,0.183,8.491,0.0,,,
829.9,8.386,0.123,8.263,0.0,,,
830.1,8.159,0.094,8.065,0.0,,,
830.3,7.908,0.071,7.837,0.0,,,
830.5,7.636,0.053,7.583,0.0,,,
830.7,7.345,0.04,7.305,0.0,,,
830.9,7.04,0.029,7.01,0.0,,,
831.1,6.724,0.022,6.702,0.0,,,
831.3,6.401,0.016,6.386,0.0,,,
831.5,6.075,0.011,6.064,0.0,,,
831.7,5.75,0.008,5.741,0.0,,,
831.9,5.427,0.006,5.421,0.0,,,
832.1,5.109,0.004,5.105,0.0,,,
832.4,4.648,0.002,4.646,0.0,,,
832.6,4.353,0.002,4.352,0.0,,,
832.8,4.069,0.001,4.068,0.0,,,
833.0,3.797,0.001,3.797,0.0,,,
833.2,3.538,0.001,3.537,0.0,,,
833.4,3.29,0.0,3.29,0.0,,,
833.6,3.055,0.0,3.054,0.0,,,
833.8,2.831,0.0,2.831,0.0,,,
834.0,2.619,0.0,2.619,0.0,,,
834.2,2.418,0.0,2.418,0.0,,,
834.4,2.228,0.0,2.228,0.0,,,
834.6,2.048,0.0,2.048,0.0,,,
834.9,1.796,0.0,1.796,0.0,,,
835.1,1.64,0.0,1.64,0.0,,,
835.3,1.493,0.0,1.493,0.0,,,
835.5,1.354,0.0,1.354,0.0,,,
835.7,1.224,0.0,1.224,0.0,,,
835.9,1.102,0.0,1.102,0.0,,,
836.1,0.989,0.0,0.989,0.0,,,
836.3,0.883,0.0,0.883,0.0,,,
836.5,0.785,0.0,0.785,0.0,,,
836.7,0.695,0.0,0.695,0.0,,,
836.9,0.613,0.0,0.613,0.0,,,
837.1,0.537,0.0,0.537,0.0,,,
837.4,0.438,0.0,0.438,0.0,,,
837.6,0.38,0.0,0.38,0.0,,,
837.8,0.328,0.0,0.328,0.0,,,
838.0,0.283,0.0,0.283,0.0,,,
838.2,0.243,0.0,0.243,0.0,,,
838.4,0.209,0.0,0.209,0.0,,,
838.6,0.18,0.0,0.18,0.0,,,
838.8,0.156,0.0,0.156,0.0,,,
839.0,0.136,0.0,0.136,0.0,,,
839.2,0.122,0.0,0.122,0.0,,,
839.4,0.111,0.0,0.111,0.0,,,
839.6,0.105,0.0,0.105,0.0,,,
839.9,0.105,0.0,0.105,0.0,,,
840.1,0.11,0.0,0.11,0.0,,,
840.3,0.12,0.0,0.12,0.0,,,
840.5,0.135,0.0,0.135,0.0,,,
840.7,0.156,0.0,0.156,0.0,,,
840.9,0.183,0.0,0.183,0.0,,,
841.1,0.216,0.0,0.216,0.0,,,
841.3,0.256,0.0,0.256,0.0,,,
841.5,0.305,0.0,0.305,0.0,,,
841.7,0.362,0.0,0.362,0.0,,,
841.9,0.428,0.0,0.428,0.0,,,
842.1,0.504,0.0,0.504,0.0,,,
842.4,0.64,0.0,0.64,0.0,,,
842.6,0.745,0.0,0.745,0.0,,,
842.8,0.863,,0.863,0.0,,,
843.0,0.995,,0.995,0.0,,,
843.2,1.141,,1.141,0.0,,,
843.4,1.3,,1.3,0.0,,,
843.6,1.475,,1.475,0.0,,,
843.8,1.663,,1.663,0.0,,,
844.0,1.866,,1.866,0.0,,,
844.2,2.082,,2.082,0.0,,,
844.4,2.312,,2.312,0.0,,,
844.6,2.553,,2.553,0.0,,,
844.9,2.935,,2.935,0.0,,,
845.1,3.199,,3.199,0.0,,,
845.3,3.471,,3.471,0.0,,,
845.5,3.746,,3.746,0.0,,,
845.7,4.023,,4.023,0.0,,,
845.9,4.299,,4.299,0.0,,,
846.1,4.571,,4.571,0.0,,,
846.3,4.837,,4.837,0.0,,,
846.5,5.094,,5.094,0.0,,,
846.7,5.338,,5.338,0.0,,,
846.9,5.567,,5.567,0.0,,,
847.1,5.778,0.0,5.778,0.0,,,
847.4,6.054,0.0,6.054,0.0,,,
847.6,6.209,0.0,6.209,0.0,,,
847.8,6.337,0.0,6.337,0.0,,,
848.0,6.436,0.0,6.436,0.0,,,
848.2,6.506,0.0,6.506,0.0,,,
848.4,6.545,0.0,6.545,0.0,,,
848.6,6.552,0.0,6.552,0.0,,,
848.8,6.527,0.0,6.527,0.0,,,
849.0,6.471,0.0,6.471,0.0,,,
849.2,6.384,0.0,6.384,0.0,,,
849.4,6.267,0.0,6.267,0.0,,,
849.7,6.038,0.0,6.038,0.0,,,
849.9,5.854,0.0,5.854,0.0,,,
850.1,5.646,0.0,5.646,0.0,,,
850.3,5.418,0.0,5.418,0.0,,,
850.5,5.173,0.0,5.173,0.0,,,
850.7,4.913,0.0,4.913,0.0,,,
850.9,4.642,0.0,4.642,0.0,,,
851.1,4.363,0.0,4.363,0.0,,,
851.3,4.079,0.0,4.079,0.0,,,
851.5,3.793,0.0,3.793,0.0,,,
851.7,3.508,0.0,3.508,0.0,,,
851.9,3.228,0.0,3.228,0.0,,,
852.2,2.82,0.0,2.82,0.0,,,
852.4,2.559,0.0,2.559,0.0,,,
852.6,2.311,0.0,2.311,0.0,,,
852.8,2.075,0.0,2.075,0.0,,,
853.0,1.853,0.0,1.853,0.0,,,
853.2,1.647,0.0,1.647,0.0,,,
853.4,1.456,0.0,1.456,0.0,,,
853.6,1.281,0.0,1.281,0.0,,,
853.8,1.122,0.0,1.122,0.0,,,
854.0,0.979,0.0,0.979,0.0,,,
854.2,0.85,0.0,0.85,0.0,,,
854.4,0.737,0.0,0.737,0.0,,,
854.7,0.593,0.0,0.593,0.0,,,
854.9,0.513,0.0,0.513,0.0,,,
855.1,0.444,0.0,0.444,0.0,,,
855.3,0.387,0.0,0.387,0.0,,,
855.5,0.339,0.0,0.339,0.0,,,
855.7,0.301,0.0,0.301,0.0,,,
855.9,0.27,0.0,0.27,0.0,,,
856.1,0.247,0.0,0.247,0.0,,,
856.3,0.229,0.0,0.229,0.0,,,
856.5,0.217,0.0,0.217,0.0,,,
856.7,0.21,0.0,0.21,0.0,,,
856.9,0.206,0.0,0.206,0.0,,,
857.2,0.207,0.0,0.207,0.0,,,
857.4,0.21,0.0,0.21,0.0,,,
857.6,0.215,0.0,0.215,0.0,,,
857.8,0.221,0.001,0.221,0.0,,,
858.0,0.228,0.001,0.228,0.0,,,
858.2,0.236,0.001,0.235,0.0,,,
858.4,0.243,0.001,0.242,0.0,,,
858.6,0.25,0.002,0.248,0.0,,,
858.8,0.257,0.003,0.254,0.0,,,
859.0,0.263,0.004,0.259,0.0,,,
859.2,0.268,0.005,0.263,0.0,,,
859.4,0.272,0.007,0.265,0.0,,,
859.7,0.277,0.01,0.267,0.0,,,
859.9,0.279,0.013,0.265,0.0,,,
860.1,0.28,0.017,0.263,0.0,,,
860.3,0.281,0.023,0.258,0.0,,,
860.5,0.282,0.029,0.253,0.0,,,
860.7,0.284,0.038,0.246,0.0,,,
860.9,0.286,0.049,0.237,0.0,,,
861.1,0.29,0.062,0.228,0.0,,,
861.3,0.296,0.078,0.217,0.0,,,
861.5,0.305,0.098,0.206,0.0,,,
861.7,0.317,0.123,0.194,0.0,,,
861.9,0.335,0.153,0.182,0.0,,,
862.2,0.372,0.209,0.163,0.0,,,
862.4,0.406,0.256,0.151,0.0,,,
862.6,0.449,0.311,0.138,0.0,,,
862.8,0.502,0.375,0.126,0.0,,,
863.0,0.566,0.451,0.115,0.0,,,
863.2,0.642,0.538,0.104,0.0,,,
863.4,0.732,0.639,0.094,0.0,,,
863.6,0.837,0.753,0.084,0.0,,,
863.8,0.958,0.882,0.076,0.0,,,
864.0,1.096,1.028,0.068,0.0,,,
864.2,1.251,1.19,0.061,0.0,,,
864.4,1.425,1.369,0.056,0.0,,,
864.7,1.721,1.671,0.05,0.0,,,
864.9,1.941,1.894,0.047,0.0,,,
865.1,2.179,2.133,0.046,0.0,,,
865.3,2.434,2.388,0.046,0.0,,,
865.5,2.705,2.658,0.047,0.0,,,
865.7,2.99,2.939,0.05,0.0,,,
865.9,3.286,3.231,0.055,0.0,,,
866.1,3.591,3.53,0.061,0.0,,,
866.3,3.903,3.833,0.07,0.0,,,
866.5,4.217,4.137,0.08,0.0,,,
866.7,4.53,4.438,0.092,0.0,,,
866.9,4.838,4.732,0.106,0.0,,,
867.2,5.282,5.15,0.132,0.0,,,
867.4,5.56,5.407,0.152,0.0,,,
867.6,5.818,5.643,0.175,0.0,,,
867.8,6.054,5.854,0.2,0.0,,,
868.0,6.264,6.035,0.228,0.0,,,
868.2,6.443,6.185,0.259,0.0,,,
868.4,6.59,6.299,0.292,0.0,,,
868.6,6.703,6.376,0.327,0.0,,,
868.8,6.78,6.415,0.365,0.0,,,
869.0,6.819,6.415,0.404,0.0,,,
869.2,6.822,6.376,0.446,0.0,,,
869.4,6.787,6.299,0.488,0.0,,,
869.7,6.668,6.114,0.554,0.0,,,
869.9,6.547,5.949,0.599,0.0,,,
870.1,6.395,5.752,0.643,0.0,,,
870.3,6.215,5.528,0.686,0.0,,,
870.5,6.01,5.281,0.729,0.0,,,
870.7,5.783,5.014,0.769,0.0,,,
870.9,5.539,4.732,0.807,0.0,,,
871.1,5.28,4.438,0.842,0.0,,,
871.3,5.01,4.137,0.874,0.0,,,
871.5,4.734,3.833,0.901,0.0,,,
871.7,4.454,3.53,0.924,0.0,,,
871.9,4.173,3.231,0.942,0.0,,,
872.2,3.757,2.797,0.96,0.0,,,
872.4,3.487,2.521,0.966,0.0,,,
872.6,3.224,2.259,0.965,0.0,,,
872.8,2.972,2.012,0.96,0.0,,,
873.0,2.73,1.78,0.949,0.0,,,
873.2,2.5,1.566,0.934,0.0,,,
873.4,2.283,1.369,0.913,0.0,,,
873.6,2.079,1.19,0.889,0.0,,,
873.8,1.888,1.028,0.861,0.0,,,
874.0,1.711,0.882,0.829,0.0,,,
874.2,1.548,0.753,0.795,0.0,,,
874.4,1.397,0.639,0.758,0.0,,,
874.7,1.194,0.493,0.701,0.0,,,
874.9,1.074,0.412,0.662,0.0,,,
875.1,0.966,0.342,0.624,0.0,,,
875.3,0.868,0.282,0.586,0.0,,,
875.5,0.781,0.231,0.549,0.0,,,
875.7,0.703,0.189,0.515,0.0,,,
875.9,0.635,0.153,0.483,0.0,,,
876.1,0.576,0.123,0.454,0.0,,,
876.3,0.526,0.098,0.428,0.0,,,
876.5,0.484,0.078,0.406,0.0,,,
876.7,0.45,0.062,0.388,0.0,,,
877.0,0.412,0.043,0.369,0.0,,,
877.2,0.396,0.033,0.363,0.0,,,
877.4,0.387,0.026,0.361,0.0,,,
877.6,0.385,0.02,0.365,0.0,,,
877.8,0.388,0.015,0.373,0.0,,,
878.0,0.398,0.012,0.386,0.0,,,
878.2,0.413,0.009,0.404,0.0,,,
878.4,0.434,0.007,0.427,0.0,,,
878.6,0.46,0.005,0.455,,,,
878.8,0.49,0.004,0.487,,,,
879.0,0.525,0.003,0.522,,,,
879.2,0.564,0.002,0.562,,,,
879.5,0.629,0.001,0.627,,,,
879.7,0.675,0.001,0.674,,,,
879.9,0.724,0.001,0.723,,,,
880.1,0.774,0.0,0.774,,,,
880.3,0.826,0.0,0.825,,,,
880.5,0.877,0.0,0.877,,,,
880.7,0.929,0.0,0.929,,,,
880.9,0.979,0.0,0.979,,,,
881.1,1.027,0.0,1.027,,,,
881.3,1.074,0.0,1.074,,,,
881.5,1.117,0.0,1.117,,,,
881.7,1.156,0.0,1.156,,,,
882.0,1.207,0.0,1.207,,,,
882.2,1.235,0.0,1.235,,,,
882.4,1.257,0.0,1.257,,,,
882.6,1.274,0.0,1.274,,,,
882.8,1.285,0.0,1.285,,,,
883.0,1.289,0.0,1.289,,,,
883.2,1.288,0.0,1.288,,,,
883.4,1.28,0.0,1.28,,,,
883.6,1.266,0.0,1.266,,,,
883.8,1.247,0.0,1.247,,,,
884.0,1.222,0.0,1.222,,,,
884.2,1.192,0.0,1.192,,,,
884.5,1.139,0.0,1.139,,,,
884.7,1.099,0.0,1.099,,,,
884.9,1.057,0.0,1.057,,,,
885.1,1.013,0.0,1.013,,,,
885.3,0.967,0.0,0.967,,,,
885.5,0.921,0.0,0.921,,,,
885.7,0.875,0.0,0.875,,,,
885.9,0.831,0.0,0.831,,,,
886.1,0.788,0.0,0.788,,,,
886.3,0.748,0.0,0.748,,,,
886.5,0.712,0.0,0.712,,,,
886.7,0.68,0.0,0.68,,,,
887.0,0.642,0.0,0.642,,,,
887.2,0.623,0.0,0.623,,,,
887.4,0.611,0.0,0.611,,,,
887.6,0.605,0.0,0.605,,,,
887.8,0.607,0.0,0.607,,,,
888.0,0.615,0.0,0.615,,,,
888.2,0.63,0.0,0.63,,,,
888.4,0.653,0.0,0.653,,,,
888.6,0.683,0.0,0.683,,,,
888.8,0.719,0.0,0.719,,,,
889.0,0.762,0.0,0.762,,,,
889.2,0.811,0.0,0.811,,,,
889.5,0.895,0.0,0.895,,,,
889.7,0.956,0.0,0.956,,,,
889.9,1.02,0.0,1.02,,,,
890.1,1.087,0.0,1.087,,,,
890.3,1.155,0.0,1.155,,,,
890.5,1.223,0.0,1.223,,,,
890.7,1.29,0.0,1.29,,,,
890.9,1.356,,1.356,,,,
891.1,1.418,,1.418,,,,
891.3,1.476,,1.476,,,,
891.5,1.529,,1.529,,,,
